date,currency,rate,yr,qtr,mth,wk,dte
2018-11-16,EURO,116.6411,2018,4,11,46,16
2018-11-16,SA RAND,7.2816,2018,4,11,46,16
2018-11-16,KSH/USHS,36.1894,2018,4,11,46,16
2018-11-16,KSH/TSHS,22.3144,2018,4,11,46,16
2018-11-16,KSH/RWF,8.6155,2018,4,11,46,16
2018-11-16,KSH/BIF,17.2728,2018,4,11,46,16
2018-11-16,AE DIRHAM,28.0977,2018,4,11,46,16
2018-11-16,CANADIAN DOLLAR,78.419,2018,4,11,46,16
2018-11-16,S FRANC,102.5305,2018,4,11,46,16
2018-11-16,JPY(100),91.0237,2018,4,11,46,16
2018-11-16,SW KRONER,11.395,2018,4,11,46,16
2018-11-16,NOR KRONER,12.1798,2018,4,11,46,16
2018-11-16,DAN KRONER,15.6802,2018,4,11,46,16
2018-11-16,IND RUPEE,1.4351,2018,4,11,46,16
2018-11-16,HONGKONG DOLLAR,13.179,2018,4,11,46,16
2018-11-16,SINGAPORE DOLLAR,75.0025,2018,4,11,46,16
2018-11-16,SAUDI RIYAL,27.5073,2018,4,11,46,16
2018-11-16,CHINESE YUAN,14.8671,2018,4,11,46,16
2018-11-16,AUSTRALIAN DOLLAR,75.0162,2018,4,11,46,16
2018-11-19,US DOLLAR,103.1028,2018,4,11,47,19
2018-11-19,STG POUND,132.2339,2018,4,11,47,19
2018-11-19,EURO,116.8539,2018,4,11,47,19
2018-11-19,SA RAND,7.2742000000000004,2018,4,11,47,19
2018-11-19,KSH/USHS,36.2261,2018,4,11,47,19
2018-11-19,KSH/TSHS,22.4194,2018,4,11,47,19
2018-11-19,KSH/RWF,8.6252,2018,4,11,47,19
2018-11-19,KSH/BIF,17.2915,2018,4,11,47,19
2018-11-19,AE DIRHAM,28.0693,2018,4,11,47,19
2018-11-19,CANADIAN DOLLAR,78.3396,2018,4,11,47,19
2018-11-19,S FRANC,102.4268,2018,4,11,47,19
2018-11-19,JPY(100),90.9316,2018,4,11,47,19
2018-11-19,SW KRONER,11.3835,2018,4,11,47,19
2018-11-19,NOR KRONER,12.1675,2018,4,11,47,19
2018-11-19,DAN KRONER,15.6653,2018,4,11,47,19
2018-11-19,IND RUPEE,1.4337,2018,4,11,47,19
2018-11-19,HONGKONG DOLLAR,13.1633,2018,4,11,47,19
2018-11-19,SINGAPORE DOLLAR,74.9321,2018,4,11,47,19
2018-11-19,SAUDI RIYAL,27.4787,2018,4,11,47,19
2018-11-19,CHINESE YUAN,14.8349,2018,4,11,47,19
2018-11-19,AUSTRALIAN DOLLAR,74.8784,2018,4,11,47,19
2018-11-20,US DOLLAR,102.8056,2018,4,11,47,20
2018-11-20,STG POUND,132.0781,2018,4,11,47,20
2018-11-20,EURO,117.5247,2018,4,11,47,20
2018-11-20,SA RAND,7.3039,2018,4,11,47,20
2018-11-20,KSH/USHS,36.3308,2018,4,11,47,20
2018-11-20,KSH/TSHS,22.3724,2018,4,11,47,20
2018-11-20,KSH/RWF,8.6506,2018,4,11,47,20
2018-11-20,KSH/BIF,17.3428,2018,4,11,47,20
2018-11-20,AE DIRHAM,27.9892,2018,4,11,47,20
2018-11-20,CANADIAN DOLLAR,78.0723,2018,4,11,47,20
2018-11-20,S FRANC,103.5251,2018,4,11,47,20
2018-11-20,JPY(100),91.3543,2018,4,11,47,20
2018-11-20,SW KRONER,11.4062,2018,4,11,47,20
2018-11-20,NOR KRONER,12.1209,2018,4,11,47,20
2018-11-20,DAN KRONER,15.7701,2018,4,11,47,20
2018-11-20,IND RUPEE,1.4408,2018,4,11,47,20
2018-11-20,HONGKONG DOLLAR,13.1255,2018,4,11,47,20
2018-11-20,SINGAPORE DOLLAR,74.9667,2018,4,11,47,20
2018-11-20,SAUDI RIYAL,27.3991,2018,4,11,47,20
2018-11-20,CHINESE YUAN,14.8085,2018,4,11,47,20
2018-11-20,AUSTRALIAN DOLLAR,74.7962,2018,4,11,47,20
2018-11-21,US DOLLAR,102.8583,2018,4,11,47,21
2018-11-21,STG POUND,132.0689,2018,4,11,47,21
2018-11-21,EURO,117.4322,2018,4,11,47,21
2018-11-21,SA RAND,7.3158,2018,4,11,47,21
2018-11-21,KSH/USHS,36.2149,2018,4,11,47,21
2018-11-21,KSH/TSHS,22.3609,2018,4,11,47,21
2018-11-21,KSH/RWF,8.6471,2018,4,11,47,21
2018-11-21,KSH/BIF,17.3339,2018,4,11,47,21
2018-11-21,AE DIRHAM,28.0035,2018,4,11,47,21
2018-11-21,CANADIAN DOLLAR,77.9407,2018,4,11,47,21
2018-11-21,S FRANC,103.6931,2018,4,11,47,21
2018-11-21,JPY(100),91.5558,2018,4,11,47,21
2018-11-21,SW KRONER,11.3856,2018,4,11,47,21
2018-11-21,NOR KRONER,12.0853,2018,4,11,47,21
2018-11-21,DAN KRONER,15.7358,2018,4,11,47,21
2018-11-21,IND RUPEE,1.4389,2018,4,11,47,21
2018-11-21,HONGKONG DOLLAR,13.1349,2018,4,11,47,21
2018-11-21,SINGAPORE DOLLAR,74.9533,2018,4,11,47,21
2018-11-21,SAUDI RIYAL,27.4132,2018,4,11,47,21
2018-11-21,CHINESE YUAN,14.8168,2018,4,11,47,21
2018-11-21,AUSTRALIAN DOLLAR,74.7626,2018,4,11,47,21
2018-11-22,US DOLLAR,102.3583,2018,4,11,47,22
2018-11-22,STG POUND,131.1025,2018,4,11,47,22
2018-11-22,EURO,116.8703,2018,4,11,47,22
2018-11-22,SA RAND,7.3441,2018,4,11,47,22
2018-11-22,KSH/USHS,36.343,2018,4,11,47,22
2018-11-22,KSH/TSHS,22.5776,2018,4,11,47,22
2018-11-22,KSH/RWF,8.6902,2018,4,11,47,22
2018-11-22,KSH/BIF,17.4206,2018,4,11,47,22
2018-11-22,AE DIRHAM,27.8674,2018,4,11,47,22
2018-11-22,CANADIAN DOLLAR,77.3713,2018,4,11,47,22
2018-11-22,S FRANC,102.9503,2018,4,11,47,22
2018-11-22,JPY(100),90.5866,2018,4,11,47,22
2018-11-22,SW KRONER,11.329,2018,4,11,47,22
2018-11-22,NOR KRONER,12.0056,2018,4,11,47,22
2018-11-22,DAN KRONER,15.6328,2018,4,11,47,22
2018-11-22,IND RUPEE,1.4382,2018,4,11,47,22
2018-11-22,HONGKONG DOLLAR,13.0717,2018,4,11,47,22
2018-11-22,SINGAPORE DOLLAR,74.5292,2018,4,11,47,22
2018-11-22,SAUDI RIYAL,27.2806,2018,4,11,47,22
2018-11-22,CHINESE YUAN,14.7694,2018,4,11,47,22
2018-11-22,AUSTRALIAN DOLLAR,74.2252,2018,4,11,47,22
2018-11-23,US DOLLAR,102.4489,2018,4,11,47,23
2018-11-23,STG POUND,131.9017,2018,4,11,47,23
2018-11-23,EURO,116.8181,2018,4,11,47,23
2018-11-23,SA RAND,7.4371,2018,4,11,47,23
2018-11-23,KSH/USHS,36.5549,2018,4,11,47,23
2018-11-23,KSH/TSHS,22.4503,2018,4,11,47,23
2018-11-23,KSH/RWF,8.6832,2018,4,11,47,23
2018-11-23,KSH/BIF,17.4052,2018,4,11,47,23
2018-11-23,AE DIRHAM,27.8913,2018,4,11,47,23
2018-11-23,CANADIAN DOLLAR,77.5071,2018,4,11,47,23
2018-11-23,S FRANC,102.9585,2018,4,11,47,23
2018-11-23,JPY(100),90.7029,2018,4,11,47,23
2018-11-23,SW KRONER,11.3355,2018,4,11,47,23
2018-11-23,NOR KRONER,11.9964,2018,4,11,47,23
2018-11-23,DAN KRONER,15.6725,2018,4,11,47,23
2018-11-23,IND RUPEE,1.4493,2018,4,11,47,23
2018-11-23,HONGKONG DOLLAR,13.091,2018,4,11,47,23
2018-11-23,SINGAPORE DOLLAR,74.644,2018,4,11,47,23
2018-11-23,SAUDI RIYAL,27.3033,2018,4,11,47,23
2018-11-23,CHINESE YUAN,14.7632,2018,4,11,47,23
2018-11-23,AUSTRALIAN DOLLAR,74.2857,2018,4,11,47,23
2018-11-26,US DOLLAR,102.4683,2018,4,11,48,26
2018-11-26,STG POUND,131.4433,2018,4,11,48,26
2018-11-26,EURO,116.3369,2018,4,11,48,26
2018-11-26,SA RAND,7.386,2018,4,11,48,26
2018-11-26,KSH/USHS,36.4992,2018,4,11,48,26
2018-11-26,KSH/TSHS,22.446,2018,4,11,48,26
2018-11-26,KSH/RWF,8.6823,2018,4,11,48,26
2018-11-26,KSH/BIF,17.4019,2018,4,11,48,26
2018-11-26,AE DIRHAM,27.8973,2018,4,11,48,26
2018-11-26,CANADIAN DOLLAR,77.3521,2018,4,11,48,26
2018-11-26,S FRANC,102.8644,2018,4,11,48,26
2018-11-26,JPY(100),90.885,2018,4,11,48,26
2018-11-26,SW KRONER,11.277,2018,4,11,48,26
2018-11-26,NOR KRONER,11.9278,2018,4,11,48,26
2018-11-26,DAN KRONER,15.5909,2018,4,11,48,26
2018-11-26,IND RUPEE,1.4503,2018,4,11,48,26
2018-11-26,HONGKONG DOLLAR,13.094,2018,4,11,48,26
2018-11-26,SINGAPORE DOLLAR,74.5333,2018,4,11,48,26
2018-11-26,SAUDI RIYAL,27.3107,2018,4,11,48,26
2018-11-26,CHINESE YUAN,14.7474,2018,4,11,48,26
2018-11-26,AUSTRALIAN DOLLAR,74.0641,2018,4,11,48,26
2018-11-27,US DOLLAR,102.4533,2018,4,11,48,27
2018-11-27,STG POUND,131.6736,2018,4,11,48,27
2018-11-27,EURO,116.4953,2018,4,11,48,27
2018-11-27,SA RAND,7.4007,2018,4,11,48,27
2018-11-27,KSH/USHS,36.4069,2018,4,11,48,27
2018-11-27,KSH/TSHS,22.4493,2018,4,11,48,27
2018-11-27,KSH/RWF,8.6836,2018,4,11,48,27
2018-11-27,KSH/BIF,17.4072,2018,4,11,48,27
2018-11-27,AE DIRHAM,27.894,2018,4,11,48,27
2018-11-27,CANADIAN DOLLAR,77.5369,2018,4,11,48,27
2018-11-27,S FRANC,102.7771,2018,4,11,48,27
2018-11-27,JPY(100),90.4705,2018,4,11,48,27
2018-11-27,SW KRONER,11.3188,2018,4,11,48,27
2018-11-27,NOR KRONER,11.9682,2018,4,11,48,27
2018-11-27,DAN KRONER,15.6165,2018,4,11,48,27
2018-11-27,IND RUPEE,1.4455,2018,4,11,48,27
2018-11-27,HONGKONG DOLLAR,13.0948,2018,4,11,48,27
2018-11-27,SINGAPORE DOLLAR,74.6336,2018,4,11,48,27
2018-11-27,SAUDI RIYAL,27.3056,2018,4,11,48,27
2018-11-27,CHINESE YUAN,14.7604,2018,4,11,48,27
2018-11-27,AUSTRALIAN DOLLAR,74.2941,2018,4,11,48,27
2018-11-28,US DOLLAR,102.6794,2018,4,11,48,28
2018-11-28,STG POUND,131.0447,2018,4,11,48,28
2018-11-28,EURO,116.33,2018,4,11,48,28
2018-11-28,SA RAND,7.4331,2018,4,11,48,28
2018-11-28,KSH/USHS,36.2975,2018,4,11,48,28
2018-11-28,KSH/TSHS,22.4973,2018,4,11,48,28
2018-11-28,KSH/RWF,8.6661,2018,4,11,48,28
2018-11-28,KSH/BIF,17.3689,2018,4,11,48,28
2018-11-28,AE DIRHAM,27.9541,2018,4,11,48,28
2018-11-28,CANADIAN DOLLAR,77.418,2018,4,11,48,28
2018-11-28,S FRANC,102.8492,2018,4,11,48,28
2018-11-28,JPY(100),90.3908,2018,4,11,48,28
2018-11-28,SW KRONER,11.3098,2018,4,11,48,28
2018-11-28,NOR KRONER,11.9542,2018,4,11,48,28
2018-11-28,DAN KRONER,15.5865,2018,4,11,48,28
2018-11-28,IND RUPEE,1.4509,2018,4,11,48,28
2018-11-28,HONGKONG DOLLAR,13.1159,2018,4,11,48,28
2018-11-28,SINGAPORE DOLLAR,74.6407,2018,4,11,48,28
2018-11-28,SAUDI RIYAL,27.3681,2018,4,11,48,28
2018-11-28,CHINESE YUAN,14.7767,2018,4,11,48,28
2018-11-28,AUSTRALIAN DOLLAR,74.3861,2018,4,11,48,28
2018-11-29,US DOLLAR,102.5983,2018,4,11,48,29
2018-11-29,STG POUND,131.2492,2018,4,11,48,29
2018-11-29,EURO,115.7678,2018,4,11,48,29
2018-11-29,SA RAND,7.3639,2018,4,11,48,29
2018-11-29,KSH/USHS,36.3554,2018,4,11,48,29
2018-11-29,KSH/TSHS,22.5151,2018,4,11,48,29
2018-11-29,KSH/RWF,8.6798,2018,4,11,48,29
2018-11-29,KSH/BIF,17.3844,2018,4,11,48,29
2018-11-29,AE DIRHAM,27.9324,2018,4,11,48,29
2018-11-29,CANADIAN DOLLAR,77.0142,2018,4,11,48,29
2018-11-29,S FRANC,102.7062,2018,4,11,48,29
2018-11-29,JPY(100),90.129,2018,4,11,48,29
2018-11-29,SW KRONER,11.2925,2018,4,11,48,29
2018-11-29,NOR KRONER,11.9266,2018,4,11,48,29
2018-11-29,DAN KRONER,15.5123,2018,4,11,48,29
2018-11-29,IND RUPEE,1.4534,2018,4,11,48,29
2018-11-29,HONGKONG DOLLAR,13.1074,2018,4,11,48,29
2018-11-29,SINGAPORE DOLLAR,74.468,2018,4,11,48,29
2018-11-29,SAUDI RIYAL,27.3464,2018,4,11,48,29
2018-11-29,CHINESE YUAN,14.7552,2018,4,11,48,29
2018-11-29,AUSTRALIAN DOLLAR,74.2863,2018,4,11,48,29
2018-11-30,US DOLLAR,102.5444,2018,4,11,48,30
2018-11-30,STG POUND,131.0458,2018,4,11,48,30
2018-11-30,EURO,116.7842,2018,4,11,48,30
2018-11-30,SA RAND,7.5334,2018,4,11,48,30
2018-11-30,KSH/USHS,36.3258,2018,4,11,48,30
2018-11-30,KSH/TSHS,22.4294,2018,4,11,48,30
2018-11-30,KSH/RWF,8.6859,2018,4,11,48,30
2018-11-30,KSH/BIF,17.3964,2018,4,11,48,30
2018-11-30,AE DIRHAM,27.9173,2018,4,11,48,30
2018-11-30,CANADIAN DOLLAR,77.2929,2018,4,11,48,30
2018-11-30,S FRANC,103.1479,2018,4,11,48,30
2018-11-30,JPY(100),90.571,2018,4,11,48,30
2018-11-30,SW KRONER,11.3206,2018,4,11,48,30
2018-11-30,NOR KRONER,12.0102,2018,4,11,48,30
2018-11-30,DAN KRONER,15.6628,2018,4,11,48,30
2018-11-30,IND RUPEE,1.4683,2018,4,11,48,30
2018-11-30,HONGKONG DOLLAR,13.1089,2018,4,11,48,30
2018-11-30,SINGAPORE DOLLAR,74.8746,2018,4,11,48,30
2018-11-30,SAUDI RIYAL,27.3321,2018,4,11,48,30
2018-11-30,CHINESE YUAN,14.7713,2018,4,11,48,30
2018-11-30,AUSTRALIAN DOLLAR,75.2779,2018,4,11,48,30
2018-12-03,US DOLLAR,102.5111,2018,4,12,49,3
2018-12-03,STG POUND,130.8375,2018,4,12,49,3
2018-12-03,EURO,116.5031,2018,4,12,49,3
2018-12-03,SA RAND,7.461,2018,4,12,49,3
2018-12-03,KSH/USHS,36.3793,2018,4,12,49,3
2018-12-03,KSH/TSHS,22.4367,2018,4,12,49,3
2018-12-03,KSH/RWF,8.6895,2018,4,12,49,3
2018-12-03,KSH/BIF,17.4039,2018,4,12,49,3
2018-12-03,AE DIRHAM,27.9082,2018,4,12,49,3
2018-12-03,CANADIAN DOLLAR,77.0934,2018,4,12,49,3
2018-12-03,S FRANC,102.7217,2018,4,12,49,3
2018-12-03,JPY(100),90.2983,2018,4,12,49,3
2018-12-03,SW KRONER,11.2864,2018,4,12,49,3
2018-12-03,NOR KRONER,11.9565,2018,4,12,49,3
2018-12-03,DAN KRONER,15.6105,2018,4,12,49,3
2018-12-03,IND RUPEE,1.4724,2018,4,12,49,3
2018-12-03,HONGKONG DOLLAR,13.1065,2018,4,12,49,3
2018-12-03,SINGAPORE DOLLAR,74.7683,2018,4,12,49,3
2018-12-03,SAUDI RIYAL,27.3206,2018,4,12,49,3
2018-12-03,CHINESE YUAN,14.7588,2018,4,12,49,3
2018-12-03,AUSTRALIAN DOLLAR,74.91,2018,4,12,49,3
2018-12-04,US DOLLAR,102.6794,2018,4,12,49,4
2018-12-04,STG POUND,130.5583,2018,4,12,49,4
2018-12-04,EURO,116.4014,2018,4,12,49,4
2018-12-04,SA RAND,7.4931,2018,4,12,49,4
2018-12-04,KSH/USHS,36.278,2018,4,12,49,4
2018-12-04,KSH/TSHS,22.5947,2018,4,12,49,4
2018-12-04,KSH/RWF,8.6774,2018,4,12,49,4
2018-12-04,KSH/BIF,17.3835,2018,4,12,49,4
2018-12-04,AE DIRHAM,27.9541,2018,4,12,49,4
2018-12-04,CANADIAN DOLLAR,77.9647,2018,4,12,49,4
2018-12-04,S FRANC,102.8955,2018,4,12,49,4
2018-12-04,JPY(100),90.4466,2018,4,12,49,4
2018-12-04,SW KRONER,11.3585,2018,4,12,49,4
2018-12-04,NOR KRONER,12.0127,2018,4,12,49,4
2018-12-04,DAN KRONER,15.5974,2018,4,12,49,4
2018-12-04,IND RUPEE,1.4585,2018,4,12,49,4
2018-12-04,HONGKONG DOLLAR,13.1324,2018,4,12,49,4
2018-12-04,SINGAPORE DOLLAR,75.124,2018,4,12,49,4
2018-12-04,SAUDI RIYAL,27.3673,2018,4,12,49,4
2018-12-04,CHINESE YUAN,14.9033,2018,4,12,49,4
2018-12-04,AUSTRALIAN DOLLAR,75.7826,2018,4,12,49,4
2018-12-05,US DOLLAR,102.5997,2018,4,12,49,5
2018-12-05,STG POUND,131.2111,2018,4,12,49,5
2018-12-05,EURO,116.9111,2018,4,12,49,5
2018-12-05,SA RAND,7.5235,2018,4,12,49,5
2018-12-05,KSH/USHS,36.3324,2018,4,12,49,5
2018-12-05,KSH/TSHS,22.4173,2018,4,12,49,5
2018-12-05,KSH/RWF,8.6858,2018,4,12,49,5
2018-12-05,KSH/BIF,17.4001,2018,4,12,49,5
2018-12-05,AE DIRHAM,27.9324,2018,4,12,49,5
2018-12-05,CANADIAN DOLLAR,77.7919,2018,4,12,49,5
2018-12-05,S FRANC,103.0532,2018,4,12,49,5
2018-12-05,JPY(100),90.9491,2018,4,12,49,5
2018-12-05,SW KRONER,11.4283,2018,4,12,49,5
2018-12-05,NOR KRONER,12.1251,2018,4,12,49,5
2018-12-05,DAN KRONER,15.6667,2018,4,12,49,5
2018-12-05,IND RUPEE,1.4545,2018,4,12,49,5
2018-12-05,HONGKONG DOLLAR,13.1413,2018,4,12,49,5
2018-12-05,SINGAPORE DOLLAR,75.228,2018,4,12,49,5
2018-12-05,SAUDI RIYAL,27.3475,2018,4,12,49,5
2018-12-05,CHINESE YUAN,15.012,2018,4,12,49,5
2018-12-05,AUSTRALIAN DOLLAR,75.6776,2018,4,12,49,5
2018-12-06,US DOLLAR,102.6389,2018,4,12,49,6
2018-12-06,STG POUND,131.1319,2018,4,12,49,6
2018-12-06,EURO,116.5911,2018,4,12,49,6
2018-12-06,SA RAND,7.4649,2018,4,12,49,6
2018-12-06,KSH/USHS,36.3898,2018,4,12,49,6
2018-12-06,KSH/TSHS,22.4087,2018,4,12,49,6
2018-12-06,KSH/RWF,8.6839,2018,4,12,49,6
2018-12-06,KSH/BIF,17.3948,2018,4,12,49,6
2018-12-06,AE DIRHAM,27.9438,2018,4,12,49,6
2018-12-06,CANADIAN DOLLAR,77.3262,2018,4,12,49,6
2018-12-06,S FRANC,102.8962,2018,4,12,49,6
2018-12-06,JPY(100),90.8108,2018,4,12,49,6
2018-12-06,SW KRONER,11.4684,2018,4,12,49,6
2018-12-06,NOR KRONER,12.0719,2018,4,12,49,6
2018-12-06,DAN KRONER,15.6219,2018,4,12,49,6
2018-12-06,IND RUPEE,1.4556,2018,4,12,49,6
2018-12-06,HONGKONG DOLLAR,13.1405,2018,4,12,49,6
2018-12-06,SINGAPORE DOLLAR,75.0916,2018,4,12,49,6
2018-12-06,SAUDI RIYAL,27.3587,2018,4,12,49,6
2018-12-06,CHINESE YUAN,14.9712,2018,4,12,49,6
2018-12-06,AUSTRALIAN DOLLAR,74.8956,2018,4,12,49,6
2018-12-07,US DOLLAR,102.6,2018,4,12,49,7
2018-12-07,STG POUND,130.9689,2018,4,12,49,7
2018-12-07,EURO,116.5242,2018,4,12,49,7
2018-12-07,SA RAND,7.3102,2018,4,12,49,7
2018-12-07,KSH/USHS,36.4036,2018,4,12,49,7
2018-12-07,KSH/TSHS,22.4172,2018,4,12,49,7
2018-12-07,KSH/RWF,8.6889,2018,4,12,49,7
2018-12-07,KSH/BIF,17.4022,2018,4,12,49,7
2018-12-07,AE DIRHAM,27.9332,2018,4,12,49,7
2018-12-07,CANADIAN DOLLAR,76.5958,2018,4,12,49,7
2018-12-07,S FRANC,103.3701,2018,4,12,49,7
2018-12-07,JPY(100),90.8648,2018,4,12,49,7
2018-12-07,SW KRONER,11.4126,2018,4,12,49,7
2018-12-07,NOR KRONER,12.0461,2018,4,12,49,7
2018-12-07,DAN KRONER,15.634,2018,4,12,49,7
2018-12-07,IND RUPEE,1.455,2018,4,12,49,7
2018-12-07,HONGKONG DOLLAR,13.1326,2018,4,12,49,7
2018-12-07,SINGAPORE DOLLAR,74.937,2018,4,12,49,7
2018-12-07,SAUDI RIYAL,27.3483,2018,4,12,49,7
2018-12-07,CHINESE YUAN,14.9247,2018,4,12,49,7
2018-12-07,AUSTRALIAN DOLLAR,74.2003,2018,4,12,49,7
2018-12-10,US DOLLAR,102.45,2018,4,12,50,10
2018-12-10,STG POUND,130.845,2018,4,12,50,10
2018-12-10,EURO,116.6933,2018,4,12,50,10
2018-12-10,SA RAND,7.2737,2018,4,12,50,10
2018-12-10,KSH/USHS,36.4379,2018,4,12,50,10
2018-12-10,KSH/TSHS,22.45,2018,4,12,50,10
2018-12-10,KSH/RWF,8.7028,2018,4,12,50,10
2018-12-10,KSH/BIF,17.4295,2018,4,12,50,10
2018-12-10,AE DIRHAM,27.8916,2018,4,12,50,10
2018-12-10,CANADIAN DOLLAR,76.9954,2018,4,12,50,10
2018-12-10,S FRANC,103.344,2018,4,12,50,10
2018-12-10,JPY(100),90.8527,2018,4,12,50,10
2018-12-10,SW KRONER,11.3744,2018,4,12,50,10
2018-12-10,NOR KRONER,12.052,2018,4,12,50,10
2018-12-10,DAN KRONER,15.6434,2018,4,12,50,10
2018-12-10,IND RUPEE,1.4469,2018,4,12,50,10
2018-12-10,HONGKONG DOLLAR,13.110900000000001,2018,4,12,50,10
2018-12-10,SINGAPORE DOLLAR,74.8521,2018,4,12,50,10
2018-12-10,SAUDI RIYAL,27.3073,2018,4,12,50,10
2018-12-10,CHINESE YUAN,14.8903,2018,4,12,50,10
2018-12-10,AUSTRALIAN DOLLAR,74.0714,2018,4,12,50,10
2018-12-11,US DOLLAR,102.4722,2018,4,12,50,11
2018-12-11,STG POUND,129.6556,2018,4,12,50,11
2018-12-11,EURO,116.9622,2018,4,12,50,11
2018-12-11,SA RAND,7.1479,2018,4,12,50,11
2018-12-11,KSH/USHS,36.449,2018,4,12,50,11
2018-12-11,KSH/TSHS,22.4452,2018,4,12,50,11
2018-12-11,KSH/RWF,8.7013,2018,4,12,50,11
2018-12-11,KSH/BIF,17.4257,2018,4,12,50,11
2018-12-11,AE DIRHAM,27.8976,2018,4,12,50,11
2018-12-11,CANADIAN DOLLAR,76.81,2018,4,12,50,11
2018-12-11,S FRANC,103.5596,2018,4,12,50,11
2018-12-11,JPY(100),90.7919,2018,4,12,50,11
2018-12-11,SW KRONER,11.3237,2018,4,12,50,11
2018-12-11,NOR KRONER,12.0564,2018,4,12,50,11
2018-12-11,DAN KRONER,15.6645,2018,4,12,50,11
2018-12-11,IND RUPEE,1.4107,2018,4,12,50,11
2018-12-11,HONGKONG DOLLAR,13.1153,2018,4,12,50,11
2018-12-11,SINGAPORE DOLLAR,74.7073,2018,4,12,50,11
2018-12-11,SAUDI RIYAL,27.3135,2018,4,12,50,11
2018-12-11,CHINESE YUAN,14.8221,2018,4,12,50,11
2018-12-11,AUSTRALIAN DOLLAR,73.8671,2018,4,12,50,11
2018-12-13,US DOLLAR,102.655,2018,4,12,50,13
2018-12-13,STG POUND,129.4303,2018,4,12,50,13
2018-12-13,EURO,116.8186,2018,4,12,50,13
2018-12-13,SA RAND,7.1834,2018,4,12,50,13
2018-12-13,KSH/USHS,36.2867,2018,4,12,50,13
2018-12-13,KSH/TSHS,22.4052,2018,4,12,50,13
2018-12-13,KSH/RWF,8.6858,2018,4,12,50,13
2018-12-13,KSH/BIF,17.3957,2018,4,12,50,13
2018-12-13,AE DIRHAM,27.9474,2018,4,12,50,13
2018-12-13,CANADIAN DOLLAR,76.6998,2018,4,12,50,13
2018-12-13,S FRANC,103.7863,2018,4,12,50,13
2018-12-13,JPY(100),90.6967,2018,4,12,50,13
2018-12-13,SW KRONER,11.346,2018,4,12,50,13
2018-12-13,NOR KRONER,12.0457,2018,4,12,50,13
2018-12-13,DAN KRONER,15.6472,2018,4,12,50,13
2018-12-13,IND RUPEE,1.4277,2018,4,12,50,13
2018-12-13,HONGKONG DOLLAR,13.1351,2018,4,12,50,13
2018-12-13,SINGAPORE DOLLAR,74.8051,2018,4,12,50,13
2018-12-13,SAUDI RIYAL,27.3623,2018,4,12,50,13
2018-12-13,CHINESE YUAN,14.8809,2018,4,12,50,13
2018-12-13,AUSTRALIAN DOLLAR,74.1323,2018,4,12,50,13
2018-12-14,US DOLLAR,102.5694,2018,4,12,50,14
2018-12-14,STG POUND,130.0039,2018,4,12,50,14
2018-12-14,EURO,116.7244,2018,4,12,50,14
2018-12-14,SA RAND,7.2339,2018,4,12,50,14
2018-12-14,KSH/USHS,36.0732,2018,4,12,50,14
2018-12-14,KSH/TSHS,22.4239,2018,4,12,50,14
2018-12-14,KSH/RWF,8.6954,2018,4,12,50,14
2018-12-14,KSH/BIF,17.4128,2018,4,12,50,14
2018-12-14,AE DIRHAM,27.9241,2018,4,12,50,14
2018-12-14,CANADIAN DOLLAR,76.7104,2018,4,12,50,14
2018-12-14,S FRANC,103.3966,2018,4,12,50,14
2018-12-14,JPY(100),90.3895,2018,4,12,50,14
2018-12-14,SW KRONER,11.318,2018,4,12,50,14
2018-12-14,NOR KRONER,11.9757,2018,4,12,50,14
2018-12-14,DAN KRONER,15.6349,2018,4,12,50,14
2018-12-14,IND RUPEE,1.4324,2018,4,12,50,14
2018-12-14,HONGKONG DOLLAR,13.1339,2018,4,12,50,14
2018-12-14,SINGAPORE DOLLAR,74.8354,2018,4,12,50,14
2018-12-14,SAUDI RIYAL,27.3431,2018,4,12,50,14
2018-12-14,CHINESE YUAN,14.9082,2018,4,12,50,14
2018-12-14,AUSTRALIAN DOLLAR,74.1475,2018,4,12,50,14
2018-12-17,US DOLLAR,102.5339,2018,4,12,51,17
2018-12-17,STG POUND,129.0797,2018,4,12,51,17
2018-12-17,EURO,116.0081,2018,4,12,51,17
2018-12-17,SA RAND,7.1333,2018,4,12,51,17
2018-12-17,KSH/USHS,36.1052,2018,4,12,51,17
2018-12-17,KSH/TSHS,22.4317,2018,4,12,51,17
2018-12-17,KSH/RWF,8.7025,2018,4,12,51,17
2018-12-17,KSH/BIF,17.4211,2018,4,12,51,17
2018-12-17,AE DIRHAM,27.9144,2018,4,12,51,17
2018-12-17,CANADIAN DOLLAR,76.6293,2018,4,12,51,17
2018-12-17,S FRANC,102.8063,2018,4,12,51,17
2018-12-17,JPY(100),90.394,2018,4,12,51,17
2018-12-17,SW KRONER,11.322,2018,4,12,51,17
2018-12-17,NOR KRONER,11.9099,2018,4,12,51,17
2018-12-17,DAN KRONER,15.542,2018,4,12,51,17
2018-12-17,IND RUPEE,1.4306,2018,4,12,51,17
2018-12-17,HONGKONG DOLLAR,13.1222,2018,4,12,51,17
2018-12-17,SINGAPORE DOLLAR,74.5972,2018,4,12,51,17
2018-12-17,SAUDI RIYAL,27.3336,2018,4,12,51,17
2018-12-17,CHINESE YUAN,14.8628,2018,4,12,51,17
2018-12-17,AUSTRALIAN DOLLAR,73.5988,2018,4,12,51,17
